path,top_dir,ext,size_bytes,mtime_local,review_status,notes
libs/HP-Socket/Windows/Demo/TestEcho-PFM/Server/Server.rc,libs,.rc,13980,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-PFM/Server/Server.vcxproj,libs,.vcxproj,11423,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-PFM/Server/Server.vcxproj.filters,libs,.filters,3409,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-PFM/Server/Server.vcxproj.user,libs,.user,143,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-PFM/Server/ServerDlg.cpp,libs,.cpp,8856,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-PFM/Server/ServerDlg.h,libs,.h,1992,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-PFM/Server/stdafx.cpp,libs,.cpp,208,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-PFM/Server/stdafx.h,libs,.h,364,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-PFM/Server/targetver.h,libs,.h,314,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-PFM/TestEcho-PFM.sln,libs,.sln,1996,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-Pull/Client/Client.cpp,libs,.cpp,2318,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-Pull/Client/Client.h,libs,.h,505,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-Pull/Client/Client.rc,libs,.rc,10532,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-Pull/Client/Client.vcxproj,libs,.vcxproj,11569,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-Pull/Client/Client.vcxproj.filters,libs,.filters,2977,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-Pull/Client/Client.vcxproj.user,libs,.user,143,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-Pull/Client/ClientDlg.cpp,libs,.cpp,7343,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-Pull/Client/ClientDlg.h,libs,.h,1666,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-Pull/Client/ReadMe.txt,libs,.txt,4417,2026-01-11 10:38:09,runtime_data,runtime_or_dump
libs/HP-Socket/Windows/Demo/TestEcho-Pull/Client/res/Client.ico,libs,.ico,1078,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-Pull/Client/res/Client.rc2,libs,.rc2,796,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-Pull/Client/resource.h,libs,.h,1904,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-Pull/Client/stdafx.cpp,libs,.cpp,208,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-Pull/Client/stdafx.h,libs,.h,366,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-Pull/Client/targetver.h,libs,.h,314,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-Pull/Server/ReadMe.txt,libs,.txt,4417,2026-01-11 10:38:09,runtime_data,runtime_or_dump
libs/HP-Socket/Windows/Demo/TestEcho-Pull/Server/res/Server.ico,libs,.ico,1078,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-Pull/Server/res/Server.rc2,libs,.rc2,796,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-Pull/Server/resource.h,libs,.h,1726,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-Pull/Server/Server.cpp,libs,.cpp,2318,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-Pull/Server/Server.h,libs,.h,505,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-Pull/Server/Server.rc,libs,.rc,10246,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-Pull/Server/Server.vcxproj,libs,.vcxproj,11569,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-Pull/Server/Server.vcxproj.filters,libs,.filters,2977,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-Pull/Server/Server.vcxproj.user,libs,.user,143,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-Pull/Server/ServerDlg.cpp,libs,.cpp,7823,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-Pull/Server/ServerDlg.h,libs,.h,2074,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-Pull/Server/stdafx.cpp,libs,.cpp,208,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-Pull/Server/stdafx.h,libs,.h,364,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-Pull/Server/targetver.h,libs,.h,314,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-Pull/TestEcho-Pull.sln,libs,.sln,1996,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-4C/Client/Client.cpp,libs,.cpp,2318,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-4C/Client/Client.h,libs,.h,505,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-4C/Client/Client.rc,libs,.rc,10510,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-4C/Client/Client.vcxproj,libs,.vcxproj,12260,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-4C/Client/Client.vcxproj.filters,libs,.filters,3420,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-4C/Client/Client.vcxproj.user,libs,.user,143,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-4C/Client/ClientDlg.cpp,libs,.cpp,8116,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-4C/Client/ClientDlg.h,libs,.h,1925,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-4C/Client/ReadMe.txt,libs,.txt,4417,2026-01-11 10:38:09,runtime_data,runtime_or_dump
libs/HP-Socket/Windows/Demo/TestEcho-SSL-4C/Client/res/Client.ico,libs,.ico,1078,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-4C/Client/res/Client.rc2,libs,.rc2,796,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-4C/Client/resource.h,libs,.h,1904,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-4C/Client/stdafx.cpp,libs,.cpp,208,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-4C/Client/stdafx.h,libs,.h,389,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-4C/Client/targetver.h,libs,.h,314,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-4C/Server/ReadMe.txt,libs,.txt,4417,2026-01-11 10:38:09,runtime_data,runtime_or_dump
libs/HP-Socket/Windows/Demo/TestEcho-SSL-4C/Server/res/Server.ico,libs,.ico,1078,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-4C/Server/res/Server.rc2,libs,.rc2,796,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-4C/Server/resource.h,libs,.h,1726,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-4C/Server/Server.cpp,libs,.cpp,2318,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-4C/Server/Server.h,libs,.h,505,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-4C/Server/Server.rc,libs,.rc,10224,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-4C/Server/Server.vcxproj,libs,.vcxproj,12611,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-4C/Server/Server.vcxproj.filters,libs,.filters,3420,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-4C/Server/Server.vcxproj.user,libs,.user,143,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-4C/Server/ServerDlg.cpp,libs,.cpp,9272,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-4C/Server/ServerDlg.h,libs,.h,2341,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-4C/Server/stdafx.cpp,libs,.cpp,208,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-4C/Server/stdafx.h,libs,.h,387,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-4C/Server/targetver.h,libs,.h,314,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-4C/TestEcho-SSL-4C.sln,libs,.sln,1996,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-Pack/Client/Client.cpp,libs,.cpp,2318,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-Pack/Client/Client.h,libs,.h,505,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-Pack/Client/Client.rc,libs,.rc,10556,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-Pack/Client/Client.vcxproj,libs,.vcxproj,11885,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-Pack/Client/Client.vcxproj.filters,libs,.filters,3530,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-Pack/Client/Client.vcxproj.user,libs,.user,143,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-Pack/Client/ClientDlg.cpp,libs,.cpp,6604,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-Pack/Client/ClientDlg.h,libs,.h,1737,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-Pack/Client/ReadMe.txt,libs,.txt,4417,2026-01-11 10:38:09,runtime_data,runtime_or_dump
libs/HP-Socket/Windows/Demo/TestEcho-SSL-Pack/Client/res/Client.ico,libs,.ico,1078,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-Pack/Client/res/Client.rc2,libs,.rc2,796,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-Pack/Client/resource.h,libs,.h,1904,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-Pack/Client/stdafx.cpp,libs,.cpp,208,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-Pack/Client/stdafx.h,libs,.h,387,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-Pack/Client/targetver.h,libs,.h,314,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-Pack/Server/ReadMe.txt,libs,.txt,4417,2026-01-11 10:38:09,runtime_data,runtime_or_dump
libs/HP-Socket/Windows/Demo/TestEcho-SSL-Pack/Server/res/Server.ico,libs,.ico,1078,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-Pack/Server/res/Server.rc2,libs,.rc2,796,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-Pack/Server/resource.h,libs,.h,1726,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-Pack/Server/Server.cpp,libs,.cpp,2318,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-Pack/Server/Server.h,libs,.h,505,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-Pack/Server/Server.rc,libs,.rc,10270,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-Pack/Server/Server.vcxproj,libs,.vcxproj,11832,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-Pack/Server/Server.vcxproj.filters,libs,.filters,3412,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-Pack/Server/Server.vcxproj.user,libs,.user,143,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-Pack/Server/ServerDlg.cpp,libs,.cpp,7905,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-Pack/Server/ServerDlg.h,libs,.h,2176,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-Pack/Server/stdafx.cpp,libs,.cpp,208,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-Pack/Server/stdafx.h,libs,.h,385,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-Pack/Server/targetver.h,libs,.h,314,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-Pack/TestEcho-SSL-Pack.sln,libs,.sln,1996,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-PFM/Client/Client.cpp,libs,.cpp,2321,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-PFM/Client/Client.h,libs,.h,505,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-PFM/Client/Client.rc,libs,.rc,18996,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-PFM/Client/Client.vcxproj,libs,.vcxproj,11862,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-PFM/Client/Client.vcxproj.filters,libs,.filters,3970,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-PFM/Client/Client.vcxproj.user,libs,.user,143,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-PFM/Client/ClientDlg.cpp,libs,.cpp,11752,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-PFM/Client/ClientDlg.h,libs,.h,2425,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-PFM/Client/ReadMe.txt,libs,.txt,4417,2026-01-11 10:38:09,runtime_data,runtime_or_dump
libs/HP-Socket/Windows/Demo/TestEcho-SSL-PFM/Client/res/Client.ico,libs,.ico,1078,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-PFM/Client/res/Client.rc2,libs,.rc2,796,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-PFM/Client/resource.h,libs,.h,2916,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-PFM/Client/stdafx.cpp,libs,.cpp,208,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-PFM/Client/stdafx.h,libs,.h,389,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-PFM/Client/targetver.h,libs,.h,314,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-PFM/Server/ReadMe.txt,libs,.txt,4417,2026-01-11 10:38:09,runtime_data,runtime_or_dump
libs/HP-Socket/Windows/Demo/TestEcho-SSL-PFM/Server/res/Server.ico,libs,.ico,1078,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-PFM/Server/res/Server.rc2,libs,.rc2,796,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-PFM/Server/resource.h,libs,.h,2002,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-PFM/Server/Server.cpp,libs,.cpp,2321,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-PFM/Server/Server.h,libs,.h,505,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-PFM/Server/Server.rc,libs,.rc,14008,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-PFM/Server/Server.vcxproj,libs,.vcxproj,11734,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-PFM/Server/Server.vcxproj.filters,libs,.filters,3748,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-PFM/Server/Server.vcxproj.user,libs,.user,143,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-PFM/Server/ServerDlg.cpp,libs,.cpp,9162,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-PFM/Server/ServerDlg.h,libs,.h,2076,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-PFM/Server/stdafx.cpp,libs,.cpp,204,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-PFM/Server/stdafx.h,libs,.h,387,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-PFM/Server/targetver.h,libs,.h,314,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL-PFM/TestEcho-SSL-PFM.sln,libs,.sln,1996,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL/Client/Client.cpp,libs,.cpp,2318,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL/Client/Client.h,libs,.h,505,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL/Client/Client.rc,libs,.rc,10530,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL/Client/Client.vcxproj,libs,.vcxproj,14611,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL/Client/Client.vcxproj.filters,libs,.filters,5654,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL/Client/Client.vcxproj.user,libs,.user,143,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL/Client/ClientDlg.cpp,libs,.cpp,6793,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL/Client/ClientDlg.h,libs,.h,1748,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL/Client/ReadMe.txt,libs,.txt,4417,2026-01-11 10:38:09,runtime_data,runtime_or_dump
libs/HP-Socket/Windows/Demo/TestEcho-SSL/Client/res/Client.ico,libs,.ico,1078,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL/Client/res/Client.rc2,libs,.rc2,796,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL/Client/resource.h,libs,.h,1904,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL/Client/stdafx.cpp,libs,.cpp,208,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL/Client/stdafx.h,libs,.h,546,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL/Client/targetver.h,libs,.h,314,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL/Server/ReadMe.txt,libs,.txt,4417,2026-01-11 10:38:09,runtime_data,runtime_or_dump
libs/HP-Socket/Windows/Demo/TestEcho-SSL/Server/res/Server.ico,libs,.ico,1078,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL/Server/res/Server.rc2,libs,.rc2,796,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL/Server/resource.h,libs,.h,1726,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL/Server/Server.cpp,libs,.cpp,2318,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL/Server/Server.h,libs,.h,505,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL/Server/Server.rc,libs,.rc,10244,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL/Server/Server.vcxproj,libs,.vcxproj,14611,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL/Server/Server.vcxproj.filters,libs,.filters,5654,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL/Server/Server.vcxproj.user,libs,.user,143,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL/Server/ServerDlg.cpp,libs,.cpp,6903,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL/Server/ServerDlg.h,libs,.h,1965,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL/Server/stdafx.cpp,libs,.cpp,208,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL/Server/stdafx.h,libs,.h,546,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL/Server/targetver.h,libs,.h,314,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-SSL/TestEcho-SSL.sln,libs,.sln,1996,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-UDP-PFM/Client/Client.cpp,libs,.cpp,2321,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-UDP-PFM/Client/Client.h,libs,.h,505,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-UDP-PFM/Client/Client.rc,libs,.rc,15336,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-UDP-PFM/Client/Client.vcxproj,libs,.vcxproj,11232,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-UDP-PFM/Client/Client.vcxproj.filters,libs,.filters,3075,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-UDP-PFM/Client/Client.vcxproj.user,libs,.user,143,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-UDP-PFM/Client/ClientDlg.cpp,libs,.cpp,9962,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-UDP-PFM/Client/ClientDlg.h,libs,.h,2186,2026-01-11 10:38:09,skip(third_party),HP-Socket third party
libs/HP-Socket/Windows/Demo/TestEcho-UDP-PFM/Client/ReadMe.txt,libs,.txt,4417,2026-01-11 10:38:09,runtime_data,runtime_or_dump
